"track_name","artist_name","streams","energy","danceability","bpm"
"Yet To Come","BTS",302006641,89,56,172
"Run BTS","BTS",330881149,82,72,77
"Music For a Sushi Restaurant","Harry Styles",334733572,72,72,107
"Matilda","Harry Styles",366214458,29,51,114
"For Youth","BTS",114546317,51,63,117
"Daylight","Harry Styles",290833204,45,69,146
"Vegas (From the Original Motion Picture Soundtrack ELVIS)","Doja Cat",448500832,60,80,160
"Cash In Cash Out","Pharrell Williams, Tyler, The Creator, 21 Savage",136676504,56,88,120
"Potion (with Dua Lipa & Young Thug)","Calvin Harris, Dua Lipa, Young Thug",190625045,70,82,100
"Born Singer","BTS",79095270,84,60,158
"Little Freak","Harry Styles",273194684,54,56,142
"La Llevo Al Cielo (Ft. ï¿½ï¿½engo F","Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",333146475,85,80,170
"True Love","Kanye West, XXXTENTACION",194902696,86,71,84
"Satellite","Harry Styles",311482393,46,58,139
"Pass The Dutchie","Musical Youth",195918494,67,73,151
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",248511839,75,82,128
"Love Of My Life","Harry Styles",233671263,54,56,118
"Grapejuice","Harry Styles",199587884,72,65,183
"So Good","Halsey",91781263,62,63,83
"Belly Dancer","BYOR, Imanbek",383835984,80,85,122
"Keep Driving","Harry Styles",236060709,48,72,165
"Cinema","Harry Styles",189236868,64,83,106
"Die Young (feat. 347aidan)","Sleepy hallow, 347aidan",160845341,58,81,77
"Only Love Can Hurt Like This","Paloma Faith",588955257,89,57,91
"Hold My Hand","Lady Gaga",238350348,63,51,148
"Daydreaming","Harry Styles",187703102,81,71,114
"Numb","Marshmello, Khalid",295307001,77,91,120
"Nos Comemos (feat. Ozuna)","Ozuna, Tiago pzk",138334433,82,83,92
"Me and Your Mama","Childish Gambino",445590495,45,56,118
"Crazy What Love Can Do","David Guetta, Ella Henderson, Becky Hill",286739476,71,60,123
"SLOW DANCING IN THE DARK","Joji",1122364376,48,52,89
"Antes de Perderte","Duki",157136970,93,81,110
"Boyfriends","Harry Styles",137070925,20,42,118
"295","Sidhu Moose Wala",183273246,76,68,90
"Tak Ingin Usai","Keisya Levronka",184807630,40,49,130
"En El Radio Un Cochinero","Victor Cibrian",164856284,62,70,154
"Master of Puppets (Remastered)","Metallica",704171068,83,54,105
"BREAK MY SOUL","Beyoncï¿",354614964,88,70,115
"ULTRA SOLO REMIX","De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",279717388,82,91,110
"Massive","Drake",195628667,68,51,125
"Betty (Get Money)","Yung Gravy",221752937,75,73,102
"Ojos Marrones","Lasso",263280370,65,81,120
"POP!","Nayeon",213505179,86,80,97
"Layla","Schï¿½ï¿½rze, DJ R",130419412,92,44,140
"MORE","j-hope",155795783,72,78,97
"Sweet Child O' Mine","Guns N' Roses",1553497987,90,45,125
"Last Last","Burna Boy",293466523,56,80,88
"SNAP","Rosa Linn",711366595,64,56,170
"Sticky","Drake",191448892,49,88,137
"Hot Shit (feat. Ye & Lil Durk)","Kanye West, Lil Durk, Cardi B",85924992,69,88,157
"Ai Preto","L7nnon, DJ Biel do Furduncinho, Bianca",176103902,57,95,130
"La Loto","Anitta, Tini, Becky G",121189256,83,85,90
"die first","Nessa Barrett",131746175,67,44,183
"Afraid To Feel","LF System",244790012,91,58,128
"Baile no Morro","Mc Vitin Da Igrejinha, MC Tairon, DJ Win",129314708,40,71,130
"cï¿½ï¿½mo dormi","Rels B",331511413,43,63,126
"Bad Decisions (with BTS & Snoop Dogg)","Snoop Dogg, BTS, Benny Blanco",219196651,87,77,120
"STAYING ALIVE (feat. Drake & Lil Baby)","Drake, DJ Khaled, Lil Baby",170732845,46,72,130
"Caile","Luar La L",273914335,76,70,122
"Si Te La Encuentras Por Ahï¿","Feid",179061440,58,74,172
"GIVENCHY","Duki",185236961,62,61,103
"ALIEN SUPERSTAR","Beyoncï¿",171788484,64,55,122
"Mary On A Cross","Ghost",387080183,90,47,130
"Attention","NewJeans",264717480,65,81,105
"THE SHADE","Rex Orange County",244928911,51,90,120
"Come Back Home - From ""Purple Hearts""","Sofia Carson",97610446,53,56,145
"El Rescate","Grupo Marca Registrada, Junior H",287278853,59,79,99
"Heartless","Kanye West",887906111,65,79,88
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",123473120,73,81,126
"Siempre Pendientes","Peso Pluma, Luis R Conriquez",295152154,75,77,136
"JGL","Luis R Conriquez, La Adictiva",323455692,59,70,113
"Don't You Worry","David Guetta, Shakira, Black Eyed Peas",240918092,88,82,132
"Pipoco","Melody, Ana Castela, Dj Chris No Beat",191873381,74,77,135
"Hold Me Closer","Elton John, Britney Spears",284216603,77,67,126
"Forget Me","Lewis Capaldi",239411309,74,67,102
"After LIKE","IVE",265548837,92,68,125
"Bound 2","Kanye West",703301727,66,37,149
"B.O.T.A. (Baddest Of Them All) - Edit","Interplanetary Criminal, Eliza Rose",244585109,89,74,137
"Talk that Talk","TWICE",189476119,91,77,120
"BILLIE EILISH.","Armani White",277132266,50,90,100
"Ferxxo 100","Feid",278920007,57,70,164
"KU LO SA - A COLORS SHOW","Oxlade",222410722,66,65,93
"Prohibidox","Feid",185392587,80,65,180
"Static","Steve Lacy",202452860,31,34,79
"The Scientist","Coldplay",1608164312,44,56,146
"Sparks","Coldplay",624101957,27,37,103
"Talk","YEAT",148461629,76,70,140
"XQ Te Pones Asï¿","Yandel, Feid",47093942,70,81,92
"Selfish","PnB Rock",380319238,60,64,102
"Sin Seï¿½ï","Ovy On The Drums, Quevedo",209106362,85,82,118
"Lady Mi Amor","Feid",53987404,62,78,93
"Poland","Lil Yachty",115331792,56,70,150
"THE LONELIEST","Mï¿½ï¿½ne",225093344,60,52,130
"Bye Bye","Marshmello, Juice WRLD",84697729,53,65,83
"BABY OTAKU","Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",159240673,75,84,102
"Nxde","(G)I-DLE",170709584,91,73,136
"Miss You","Southstar",154356956,58,66,145
"we fell in love in october","girl in red",723043854,37,57,130
"2 Be Loved (Am I Ready)","Lizzo",247689123,77,72,156
"Celestial","Ed Sheeran",176474912,85,57,123
"Typa Girl","BLACKPINK",235549288,62,92,132
"I Really Want to Stay at Your House","Rosa Walton, Hallie Coggins",140430339,74,49,125
"California Breeze","Lil Baby",85559365,67,74,162
"Bamba (feat. Aitch & BIA)","Luciano, Aitch, Bï¿½",146223492,81,80,138
"Casei Com a Putaria","MC Ryan SP, Love Funk, Mc Paiva ZS",187701588,60,59,161
"Major Distribution","Drake, 21 Savage",154863153,55,91,131
"Pussy & Millions (feat. Travis Scott)","Drake, Travis Scott, 21 Savage",191333656,63,75,122
"Vigilante Shit","Taylor Swift",253650850,28,80,80
"Question...?","Taylor Swift",223064273,50,75,109
"On BS","Drake, 21 Savage",170413877,36,84,158
"Mastermind","Taylor Swift",218320587,35,66,126
"Circo Loco","Drake, 21 Savage",141720999,61,73,104
"Labyrinth","Taylor Swift",187339835,31,48,110
"Spin Bout U","Drake, 21 Savage",198365537,70,77,130
"Sweet Nothing","Taylor Swift",186104310,16,34,177
"Would've, Could've, Should've","Taylor Swift",177503916,84,48,158
"Con La Brisa","Ludwig Goransson, Foudeqush",71095708,44,62,114
"Privileged Rappers","Drake, 21 Savage",112436403,61,93,144
"The Astronaut","Jin",203436468,76,54,125
"BackOutsideBoyz","Drake",93367537,43,85,142
"Broke Boys","Drake, 21 Savage",106249219,53,64,120
"The Great War","Taylor Swift",181382590,74,57,96
"My Mind & Me","Selena Gomez",91473363,39,60,144
"Bigger Than The Whole Sky","Taylor Swift",121871870,24,42,166
"A Veces (feat. Feid)","Feid, Paulo Londra",73513683,67,80,92
"En La De Ella","Feid, Sech, Jhayco",133895612,77,82,97
"Alone","Burna Boy",96007391,67,61,90
